"GEO_ID","NAME","B01001_001E","B01001_002E","B01001_003E","B01001_004E","B01001_005E","B01001_006E","B01001_007E","B01001_008E","B01001_009E","B01001_010E","B01001_011E","B01001_012E","B01001_013E","B01001_014E","B01001_015E","B01001_016E","B01001_017E","B01001_018E","B01001_019E","B01001_020E","B01001_021E","B01001_022E","B01001_023E","B01001_024E","B01001_025E","B01001_026E","B01001_027E","B01001_028E","B01001_029E","B01001_030E","B01001_031E","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E"
"Geography","NAME","Estimate!!Total:","Estimate!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 years","Estimate!!Total:!!Male:!!21 years","Estimate!!Total:!!Male:!!22 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 39 years","Estimate!!Total:!!Male:!!40 to 44 years","Estimate!!Total:!!Male:!!45 to 49 years","Estimate!!Total:!!Male:!!50 to 54 years","Estimate!!Total:!!Male:!!55 to 59 years","Estimate!!Total:!!Male:!!60 and 61 years","Estimate!!Total:!!Male:!!62 to 64 years","Estimate!!Total:!!Male:!!65 and 66 years","Estimate!!Total:!!Male:!!67 to 69 years","Estimate!!Total:!!Male:!!70 to 74 years","Estimate!!Total:!!Male:!!75 to 79 years","Estimate!!Total:!!Male:!!80 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 years","Estimate!!Total:!!Female:!!21 years","Estimate!!Total:!!Female:!!22 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 39 years","Estimate!!Total:!!Female:!!40 to 44 years","Estimate!!Total:!!Female:!!45 to 49 years","Estimate!!Total:!!Female:!!50 to 54 years","Estimate!!Total:!!Female:!!55 to 59 years","Estimate!!Total:!!Female:!!60 and 61 years","Estimate!!Total:!!Female:!!62 to 64 years","Estimate!!Total:!!Female:!!65 and 66 years","Estimate!!Total:!!Female:!!67 to 69 years","Estimate!!Total:!!Female:!!70 to 74 years","Estimate!!Total:!!Female:!!75 to 79 years","Estimate!!Total:!!Female:!!80 to 84 years","Estimate!!Total:!!Female:!!85 years and over"
"1500000US240054917011","Block Group 1, Census Tract 4917.01, Baltimore County, Maryland","1035","493","45","10","10","0","0","0","0","84","45","40","74","14","0","21","31","0","48","21","19","0","8","15","8","542","22","23","0","38","0","0","0","57","45","33","55","0","28","110","11","10","9","12","17","35","6","23","8"
"1500000US240054304003","Block Group 3, Census Tract 4304, Baltimore County, Maryland","1645","834","47","27","32","29","21","0","0","39","115","119","17","27","93","95","72","6","15","0","60","20","0","0","0","811","44","23","31","41","25","0","6","47","32","97","50","56","65","30","103","17","27","0","23","29","49","0","16"
"1500000US240253013011","Block Group 1, Census Tract 3013.01, Harford County, Maryland","1689","948","72","0","9","39","31","0","14","71","43","35","28","51","48","154","91","25","34","48","19","26","46","8","56","741","22","0","21","13","0","0","0","38","33","8","73","51","14","117","79","8","41","27","40","41","82","26","7"
"1500000US240338048021","Block Group 1, Census Tract 8048.02, Prince George's County, Maryland","2057","1156","45","101","123","71","52","0","0","139","62","76","103","139","102","96","30","0","0","4","0","0","8","0","5","901","42","115","10","0","41","0","38","73","54","53","112","81","110","65","93","8","0","0","0","0","6","0","0"
"1500000US240317043001","Block Group 1, Census Tract 7043, Montgomery County, Maryland","1162","557","21","56","37","21","0","0","0","0","0","12","46","103","75","56","21","0","10","2","0","26","27","9","35","605","24","77","82","62","0","0","0","0","11","24","39","74","78","28","11","0","8","0","7","28","16","14","22"
"1500000US240037312034","Block Group 4, Census Tract 7312.03, Anne Arundel County, Maryland","950","380","0","23","10","22","0","17","0","0","18","4","18","4","84","32","96","3","24","0","25","0","0","0","0","570","15","0","118","16","22","0","0","0","15","16","21","44","81","11","75","0","40","0","0","14","10","45","27"
"1500000US240217519036","Block Group 6, Census Tract 7519.03, Frederick County, Maryland","1157","622","0","35","43","16","11","0","0","0","41","21","13","62","54","103","31","0","35","28","29","87","13","0","0","535","0","13","49","67","0","0","16","39","0","0","13","0","77","43","66","32","14","40","39","27","0","0","0"
"1500000US240338052012","Block Group 2, Census Tract 8052.01, Prince George's County, Maryland","2802","1249","98","41","87","55","65","64","21","21","114","138","160","78","40","77","108","13","0","16","9","35","9","0","0","1553","169","28","168","34","117","14","41","33","61","69","128","80","141","142","53","48","69","16","40","17","51","34","0"
"1500000US240317001051","Block Group 1, Census Tract 7001.05, Montgomery County, Maryland","1693","923","19","220","33","0","28","0","12","30","13","87","168","30","31","70","15","35","14","0","20","9","0","89","0","770","62","40","40","0","0","0","0","42","61","148","22","41","29","14","66","34","21","34","0","26","90","0","0"
"1500000US240217754004","Block Group 4, Census Tract 7754, Frederick County, Maryland","912","418","62","49","36","24","0","0","10","55","9","8","10","21","17","33","51","8","9","9","7","0","0","0","0","494","27","83","24","36","8","0","0","58","18","45","18","17","24","26","71","30","0","0","0","0","0","0","9"
"1500000US240317048032","Block Group 2, Census Tract 7048.03, Montgomery County, Maryland","1976","883","73","84","15","0","9","0","0","32","122","149","104","44","96","31","29","0","14","28","12","16","9","0","16","1093","78","139","0","5","0","0","0","38","88","78","138","84","54","89","36","18","83","14","46","32","9","15","49"
"1500000US240276051041","Block Group 1, Census Tract 6051.04, Howard County, Maryland","2140","1086","48","95","73","53","63","11","14","46","39","35","69","34","70","118","59","69","26","14","35","46","14","17","38","1054","47","98","89","42","15","13","0","48","48","23","54","59","60","142","75","33","50","18","29","43","15","20","33"
"1500000US240450106053","Block Group 3, Census Tract 106.05, Wicomico County, Maryland","2589","1146","49","57","95","41","14","0","0","26","26","50","62","135","112","62","79","52","86","60","24","49","25","27","15","1443","36","88","162","83","18","35","15","75","95","28","81","130","67","57","140","35","95","45","63","46","40","9","0"
"1500000US240338065013","Block Group 3, Census Tract 8065.01, Prince George's County, Maryland","2947","1684","162","98","185","16","43","15","16","51","106","181","183","171","210","78","103","28","38","0","0","0","0","0","0","1263","111","252","117","46","15","0","0","96","33","114","160","103","90","40","15","7","0","0","8","32","24","0","0"
"1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland","1763","964","169","47","15","0","28","0","0","45","94","44","37","80","50","99","47","0","18","0","41","45","49","56","0","799","68","37","36","38","0","0","0","0","0","75","133","36","23","67","74","28","38","31","0","56","48","11","0"
"1500000US240037313033","Block Group 3, Census Tract 7313.03, Anne Arundel County, Maryland","1616","788","16","52","55","36","23","28","0","72","0","0","43","12","62","133","60","0","64","16","59","42","15","0","0","828","71","26","55","63","0","24","0","26","0","11","54","40","79","167","0","41","62","15","0","72","14","0","8"
"1500000US245102720071","Block Group 1, Census Tract 2720.07, Baltimore city, Maryland","2909","1488","119","127","192","148","7","0","13","54","93","27","162","140","21","12","58","13","60","119","0","68","25","12","18","1421","126","207","118","148","22","0","0","74","59","99","54","42","79","53","134","11","43","0","74","62","0","12","4"
"1500000US240338005192","Block Group 2, Census Tract 8005.19, Prince George's County, Maryland","1072","488","24","12","77","16","21","0","0","9","8","61","0","70","24","31","32","38","30","0","0","23","0","0","12","584","34","38","64","4","10","0","0","8","33","49","40","30","21","50","76","22","26","11","10","22","36","0","0"
"1500000US240338035201","Block Group 1, Census Tract 8035.20, Prince George's County, Maryland","1147","585","20","12","11","36","12","0","77","71","0","49","8","0","17","33","100","0","0","38","12","72","9","8","0","562","0","25","69","17","0","0","0","36","56","10","16","16","7","67","57","7","40","0","46","55","17","13","8"
"1500000US245102713002","Block Group 2, Census Tract 2713, Baltimore city, Maryland","487","168","0","28","14","23","0","0","0","0","0","12","15","15","9","23","13","8","0","0","0","0","8","0","0","319","33","0","33","4","0","0","0","9","33","88","12","15","37","12","18","7","8","0","10","0","0","0","0"
"1500000US245102504012","Block Group 2, Census Tract 2504.01, Baltimore city, Maryland","687","367","0","50","13","8","0","0","0","0","0","65","69","0","36","52","0","8","0","0","0","32","14","20","0","320","29","13","0","0","0","14","0","0","0","33","13","33","68","11","11","0","34","0","12","38","0","0","11"
"1500000US240317010023","Block Group 3, Census Tract 7010.02, Montgomery County, Maryland","1018","494","26","78","60","0","0","0","12","0","5","0","32","41","37","0","22","16","38","0","12","72","17","8","18","524","29","17","16","22","12","0","0","33","0","0","23","45","53","25","19","0","42","20","32","41","23","26","46"
"1500000US245101702002","Block Group 2, Census Tract 1702, Baltimore city, Maryland","571","339","0","28","84","39","0","0","4","39","60","14","10","0","20","0","6","0","0","35","0","0","0","0","0","232","0","0","0","0","42","48","17","0","11","14","0","33","32","0","0","0","14","4","0","17","0","0","0"
"1500000US240217519031","Block Group 1, Census Tract 7519.03, Frederick County, Maryland","992","482","39","19","0","15","18","0","0","0","36","0","35","14","0","68","107","14","47","36","0","15","19","0","0","510","0","26","28","57","0","18","0","16","21","13","15","14","0","99","49","46","37","33","0","0","20","18","0"
"1500000US240317007102","Block Group 2, Census Tract 7007.10, Montgomery County, Maryland","984","401","0","0","16","0","0","0","0","26","13","13","15","15","62","24","58","32","13","16","36","10","27","12","13","583","16","0","21","74","0","29","0","21","16","0","66","0","34","58","42","10","13","11","69","49","15","39","0"
"1500000US240338035191","Block Group 1, Census Tract 8035.19, Prince George's County, Maryland","2664","1140","108","73","91","41","12","35","61","27","24","131","64","76","69","63","26","55","20","14","59","52","15","10","14","1524","77","141","11","91","24","23","8","114","97","144","66","138","87","82","129","60","11","51","25","82","30","28","5"
"1500000US240338004012","Block Group 2, Census Tract 8004.01, Prince George's County, Maryland","1440","696","24","37","28","42","0","0","13","9","66","77","28","21","29","120","71","11","40","15","5","14","17","18","11","744","33","21","52","36","10","11","0","4","30","48","40","25","44","68","96","29","48","25","6","39","34","19","26"
"1500000US240054911002","Block Group 2, Census Tract 4911, Baltimore County, Maryland","1514","758","77","73","131","0","0","39","0","11","18","64","79","45","45","36","63","23","0","10","20","7","9","8","0","756","82","68","57","26","12","0","0","32","32","58","74","88","36","51","51","17","0","10","0","40","0","22","0"
"1500000US240317057014","Block Group 4, Census Tract 7057.01, Montgomery County, Maryland","733","383","16","32","46","0","0","0","0","34","11","8","0","38","38","27","10","15","0","43","9","46","10","0","0","350","22","29","37","11","0","0","0","10","11","17","4","31","32","9","50","0","17","8","16","35","11","0","0"
"1500000US240276069053","Block Group 3, Census Tract 6069.05, Howard County, Maryland","3505","1690","159","242","135","18","19","22","14","61","115","137","155","173","136","79","49","0","28","67","33","37","0","0","11","1815","177","133","52","68","0","25","16","117","176","121","250","85","107","142","144","34","47","28","31","62","0","0","0"
"1500000US240276028002","Block Group 2, Census Tract 6028, Howard County, Maryland","1291","705","19","119","65","41","14","0","0","0","19","0","16","96","96","69","0","64","19","17","13","15","13","10","0","586","12","84","103","16","0","0","0","18","0","0","96","75","99","0","0","31","13","0","15","13","11","0","0"
"1500000US240135010021","Block Group 1, Census Tract 5010.02, Carroll County, Maryland","2801","1349","21","51","35","0","52","0","47","0","74","78","7","57","39","222","147","30","66","35","73","55","189","46","25","1452","38","113","40","8","14","0","26","35","20","36","68","38","118","141","109","0","84","98","130","89","161","34","52"
"1500000US240199702003","Block Group 3, Census Tract 9702, Dorchester County, Maryland","1253","612","63","39","45","12","10","30","0","28","14","66","16","27","22","74","29","0","20","25","37","20","28","7","0","641","26","24","42","28","7","6","0","13","41","49","42","26","56","23","60","20","17","43","66","28","9","11","4"
"1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland","1738","868","32","54","101","96","65","0","0","27","22","24","41","51","89","41","51","12","22","49","28","39","16","8","0","870","49","33","127","64","9","0","0","30","10","23","49","81","39","81","66","10","20","40","57","19","11","19","33"
"1500000US240150301003","Block Group 3, Census Tract 301, Cecil County, Maryland","1929","908","0","9","61","32","11","0","0","0","0","47","0","44","117","60","59","9","74","84","24","155","74","31","17","1021","22","16","101","22","0","48","0","22","0","52","15","17","48","105","26","68","53","55","123","32","140","39","17"
"1500000US240430112012","Block Group 2, Census Tract 112.01, Washington County, Maryland","1371","644","51","40","18","41","43","0","0","38","32","0","0","92","37","23","23","26","43","33","28","28","16","16","16","727","47","15","0","42","39","14","17","0","37","0","74","52","58","57","38","25","73","18","46","32","0","30","13"
"1500000US245100806003","Block Group 3, Census Tract 806, Baltimore city, Maryland","264","130","21","4","0","0","0","0","0","0","27","3","0","13","0","11","16","8","0","6","13","0","0","0","8","134","0","4","3","3","0","0","0","0","12","16","4","12","0","23","8","8","0","0","7","7","0","20","7"
"1500000US240338059041","Block Group 1, Census Tract 8059.04, Prince George's County, Maryland","2637","1438","122","117","95","71","48","0","39","77","118","76","163","46","113","70","54","42","25","11","28","32","51","28","12","1199","75","41","47","64","11","0","22","43","111","79","143","56","68","42","108","48","35","18","37","42","77","20","12"
"1500000US240338004122","Block Group 2, Census Tract 8004.12, Prince George's County, Maryland","2466","1179","95","135","107","9","66","27","27","76","73","51","91","97","127","44","23","2","48","0","30","29","15","0","7","1287","102","150","73","50","18","41","59","27","40","93","123","67","122","13","33","51","6","72","12","99","20","6","10"
"1500000US240037305043","Block Group 3, Census Tract 7305.04, Anne Arundel County, Maryland","2349","1232","95","35","67","163","0","0","42","95","37","36","79","81","44","55","80","0","98","41","51","46","51","10","26","1117","104","0","78","27","0","0","0","40","91","21","88","96","14","202","109","29","9","40","82","55","10","13","9"
"1500000US245102705012","Block Group 2, Census Tract 2705.01, Baltimore city, Maryland","843","448","99","11","32","15","0","0","0","0","23","24","39","0","29","10","49","19","48","10","17","3","2","6","12","395","0","8","35","38","30","0","0","0","0","32","0","33","23","46","56","18","26","23","0","12","0","12","3"
"1500000US240037508035","Block Group 5, Census Tract 7508.03, Anne Arundel County, Maryland","574","274","23","23","23","29","0","0","0","44","0","41","0","27","47","17","0","0","0","0","0","0","0","0","0","300","0","19","27","0","0","0","0","74","19","24","72","0","0","18","0","31","0","0","0","16","0","0","0"
"1500000US240253013021","Block Group 1, Census Tract 3013.02, Harford County, Maryland","2485","1025","264","85","98","68","0","0","28","13","47","0","143","58","17","72","39","1","51","0","14","27","0","0","0","1460","264","113","83","84","0","0","20","167","59","61","88","120","46","23","130","52","0","0","21","105","0","0","24"
"1500000US240253021002","Block Group 2, Census Tract 3021, Harford County, Maryland","872","398","9","11","35","17","0","0","12","16","0","10","23","0","76","36","39","9","39","5","19","14","12","16","0","474","11","25","14","27","7","0","11","17","17","24","29","0","20","37","70","40","23","0","12","30","45","11","4"
"1500000US240317032011","Block Group 1, Census Tract 7032.01, Montgomery County, Maryland","3545","1900","213","113","80","55","62","76","0","117","42","167","173","102","72","146","187","95","48","0","37","42","28","0","45","1645","32","102","49","71","0","0","42","35","64","189","115","67","36","166","271","17","65","37","0","91","31","87","78"
"1500000US240135052052","Block Group 2, Census Tract 5052.05, Carroll County, Maryland","1084","546","42","40","41","24","0","8","0","7","9","32","56","31","16","50","63","31","24","33","21","12","0","6","0","538","37","16","39","0","0","17","0","36","12","32","52","47","20","59","82","26","13","13","12","12","13","0","0"
"1500000US240317039011","Block Group 1, Census Tract 7039.01, Montgomery County, Maryland","1553","748","50","57","57","12","24","9","0","40","55","54","15","51","54","63","82","8","27","10","40","24","8","0","8","805","0","62","60","28","87","0","0","18","56","24","27","79","71","120","58","22","16","9","0","37","31","0","0"
"1500000US240276022023","Block Group 3, Census Tract 6022.02, Howard County, Maryland","1317","633","16","21","14","86","11","7","6","5","36","0","21","54","34","80","50","8","22","29","49","30","35","6","13","684","18","65","32","25","37","32","0","6","4","18","63","66","25","108","28","0","14","38","47","21","23","13","1"
"1500000US240359902000","Block Group 0, Census Tract 9902, Queen Anne's County, Maryland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US240037509001","Block Group 1, Census Tract 7509, Anne Arundel County, Maryland","859","422","28","22","0","20","0","0","12","20","112","0","38","29","0","53","13","0","43","0","12","11","0","9","0","437","16","46","11","0","0","0","10","0","48","48","31","13","15","20","36","0","27","21","38","30","13","14","0"
"1500000US240317060053","Block Group 3, Census Tract 7060.05, Montgomery County, Maryland","1930","842","33","25","39","54","23","0","10","0","26","36","16","16","151","34","52","18","54","46","36","85","26","38","24","1088","30","100","72","25","14","0","0","47","18","56","18","28","114","83","86","42","42","22","49","83","93","40","26"
"1500000US240338041023","Block Group 3, Census Tract 8041.02, Prince George's County, Maryland","1998","899","31","29","10","25","0","0","30","61","161","131","18","11","26","108","116","34","39","10","6","18","35","0","0","1099","80","68","24","78","24","0","0","97","177","117","63","24","47","97","33","94","0","19","40","17","0","0","0"
"1500000US240276023033","Block Group 3, Census Tract 6023.03, Howard County, Maryland","1226","547","31","19","55","21","0","0","0","0","13","41","35","35","39","25","43","12","24","15","75","41","12","11","0","679","54","40","63","75","0","0","14","13","23","10","33","64","74","20","45","0","29","48","24","50","0","0","0"
"1500000US240430116002","Block Group 2, Census Tract 116, Washington County, Maryland","603","302","0","8","35","0","0","9","0","0","9","28","0","16","19","19","50","0","37","0","14","21","0","7","30","301","7","0","20","7","6","0","0","8","32","0","7","17","23","10","78","21","0","9","18","30","0","0","8"
"1500000US240317048051","Block Group 1, Census Tract 7048.05, Montgomery County, Maryland","1509","746","83","24","12","6","5","0","0","27","83","55","34","64","37","103","62","11","5","19","26","52","38","0","0","763","0","56","0","4","0","0","0","56","89","64","84","34","33","59","0","18","17","35","9","29","76","38","62"
"1500000US240037312025","Block Group 5, Census Tract 7312.02, Anne Arundel County, Maryland","1580","816","0","125","0","90","15","0","0","38","0","0","55","20","49","88","122","0","0","30","37","53","13","81","0","764","15","31","55","37","44","0","0","0","34","36","41","16","79","72","68","12","13","39","24","26","105","17","0"
"1500000US240054012002","Block Group 2, Census Tract 4012, Baltimore County, Maryland","1881","889","79","22","29","34","19","57","12","44","21","49","66","57","78","108","20","13","92","15","20","36","18","0","0","992","78","45","70","62","39","0","9","49","50","32","89","57","75","101","86","14","69","9","25","12","4","8","9"
"1500000US245102708041","Block Group 1, Census Tract 2708.04, Baltimore city, Maryland","1228","576","34","82","27","0","0","21","22","23","33","73","17","40","54","36","32","18","33","0","19","8","4","0","0","652","0","0","0","11","0","12","0","101","32","0","59","76","122","59","43","0","39","5","38","20","20","0","15"
"1500000US240135030002","Block Group 2, Census Tract 5030, Carroll County, Maryland","1811","998","18","51","127","130","49","0","0","41","23","28","57","36","108","78","37","34","0","36","27","57","0","43","18","813","0","11","179","42","15","0","0","15","14","19","21","96","152","59","57","35","21","25","14","20","0","18","0"
"1500000US245102606052","Block Group 2, Census Tract 2606.05, Baltimore city, Maryland","1682","721","46","83","25","7","0","0","0","8","96","64","44","43","43","46","96","0","42","14","13","51","0","0","0","961","125","130","40","30","8","0","15","6","109","25","52","47","103","27","65","29","56","64","0","15","8","0","7"
"1500000US240150305032","Block Group 2, Census Tract 305.03, Cecil County, Maryland","1467","813","24","93","37","28","37","0","0","16","174","65","39","53","16","65","29","0","0","25","2","55","9","4","42","654","0","47","58","45","20","0","0","12","137","55","58","43","25","10","38","0","41","0","0","35","0","30","0"
"1500000US240054903022","Block Group 2, Census Tract 4903.02, Baltimore County, Maryland","3309","1236","24","22","14","16","337","120","113","57","49","29","37","14","29","59","61","25","14","0","32","24","21","45","94","2073","9","8","24","62","597","214","276","132","21","40","28","12","49","0","77","33","0","29","21","32","72","154","183"
"1500000US240338014041","Block Group 1, Census Tract 8014.04, Prince George's County, Maryland","1168","394","8","0","0","38","11","0","0","0","36","35","89","14","23","62","16","0","0","10","19","19","0","0","14","774","87","14","50","13","0","0","0","82","11","107","25","0","59","130","33","10","40","0","66","34","13","0","0"
"1500000US240276066012","Block Group 2, Census Tract 6066.01, Howard County, Maryland","1542","797","64","76","150","9","0","0","0","15","44","50","32","90","24","44","72","10","22","36","30","7","9","13","0","745","43","99","24","20","23","0","0","70","35","32","51","71","36","61","9","0","8","12","54","72","10","15","0"
"1500000US240054015053","Block Group 3, Census Tract 4015.05, Baltimore County, Maryland","991","535","38","38","34","0","12","0","27","0","40","87","45","14","22","9","61","10","28","0","24","15","13","8","10","456","27","16","21","0","0","0","0","32","34","40","47","20","3","46","42","19","20","24","11","39","0","0","15"
"1500000US245100801021","Block Group 1, Census Tract 801.02, Baltimore city, Maryland","860","396","0","21","52","25","18","0","0","46","30","0","41","14","0","24","90","10","7","10","0","8","0","0","0","464","22","0","72","0","0","22","11","6","0","18","9","56","28","61","53","31","20","21","26","0","8","0","0"
"1500000US240054908001","Block Group 1, Census Tract 4908, Baltimore County, Maryland","1045","476","20","25","7","45","11","0","11","36","49","21","12","48","54","31","11","20","32","10","18","1","0","0","14","569","64","47","24","9","0","0","39","10","13","21","46","36","25","34","60","9","9","38","35","9","22","0","19"
"1500000US240276066062","Block Group 2, Census Tract 6066.06, Howard County, Maryland","2735","1246","133","155","75","3","44","9","16","25","49","132","120","37","204","59","44","17","38","28","8","8","33","0","9","1489","29","62","91","133","81","12","34","64","43","145","114","132","234","38","49","0","111","8","27","58","0","0","24"
"1500000US240135130021","Block Group 1, Census Tract 5130.02, Carroll County, Maryland","1520","678","25","21","46","36","13","0","17","47","46","23","34","37","58","59","60","39","68","0","20","7","0","8","14","842","40","71","132","28","24","12","20","21","40","23","35","84","77","56","57","21","41","12","0","23","0","12","13"
"1500000US240230004002","Block Group 2, Census Tract 4, Garrett County, Maryland","676","342","25","0","6","7","5","0","5","2","7","40","9","15","29","44","34","14","19","23","20","6","29","0","3","334","8","15","8","9","5","1","4","14","18","0","14","9","66","18","14","14","44","2","23","16","23","2","7"
"1500000US245102603025","Block Group 5, Census Tract 2603.02, Baltimore city, Maryland","909","544","82","20","0","26","0","0","0","0","0","59","87","0","39","59","111","27","16","0","15","0","3","0","0","365","4","26","0","0","0","0","0","0","116","0","0","25","35","60","26","0","0","0","0","0","0","3","70"
"1500000US240358102002","Block Group 2, Census Tract 8102, Queen Anne's County, Maryland","1437","778","58","56","63","9","7","28","5","74","20","49","30","42","45","76","88","15","1","12","21","29","25","14","11","659","34","24","69","16","15","34","11","26","35","51","23","40","44","68","49","0","12","0","42","25","23","18","0"
"1500000US240276068033","Block Group 3, Census Tract 6068.03, Howard County, Maryland","768","345","0","0","85","82","0","0","0","0","0","0","0","15","51","44","16","0","0","27","15","0","10","0","0","423","0","0","113","31","0","0","0","0","40","0","16","55","63","0","16","0","79","0","0","10","0","0","0"
"1500000US245102703013","Block Group 3, Census Tract 2703.01, Baltimore city, Maryland","724","318","51","44","0","0","0","0","0","0","9","26","18","0","35","7","14","0","19","13","25","0","15","26","16","406","21","77","42","0","18","0","0","0","45","51","20","0","8","0","23","18","9","0","14","14","24","22","0"
"1500000US240338018073","Block Group 3, Census Tract 8018.07, Prince George's County, Maryland","1233","551","37","0","97","0","0","0","0","27","29","14","41","49","97","20","46","21","0","0","1","31","32","9","0","682","0","136","83","34","22","0","23","0","36","66","80","17","0","19","0","16","0","1","29","0","103","2","15"
"1500000US240037508031","Block Group 1, Census Tract 7508.03, Anne Arundel County, Maryland","2831","1242","77","30","154","77","0","0","0","68","14","108","134","94","92","61","51","67","84","8","55","20","16","19","13","1589","267","136","42","58","0","0","0","69","204","189","93","112","62","95","37","22","0","35","21","84","0","46","17"
"1500000US240054006003","Block Group 3, Census Tract 4006, Baltimore County, Maryland","968","497","29","35","24","5","0","0","8","0","47","43","60","39","22","54","41","14","13","9","38","16","0","0","0","471","54","24","22","29","0","0","0","26","29","52","46","8","18","78","28","20","11","4","0","5","0","17","0"
"1500000US240119552011","Block Group 1, Census Tract 9552.01, Caroline County, Maryland","2069","953","15","37","93","19","13","14","29","3","66","17","116","37","80","101","145","19","43","0","16","33","29","28","0","1116","95","61","73","17","4","7","35","25","45","45","105","85","50","121","141","24","36","38","12","12","42","0","43"
"1500000US245100801012","Block Group 2, Census Tract 801.01, Baltimore city, Maryland","1105","445","38","56","18","0","0","0","0","47","71","14","0","25","60","37","49","0","7","0","23","0","0","0","0","660","31","0","50","68","0","0","0","33","68","116","25","31","84","16","29","14","69","7","19","0","0","0","0"
"1500000US240317008103","Block Group 3, Census Tract 7008.10, Montgomery County, Maryland","1684","833","42","68","67","28","42","0","0","6","67","60","75","41","77","49","43","10","51","29","36","26","8","8","0","851","18","0","6","56","0","19","0","24","63","78","42","63","90","82","138","34","45","23","16","21","16","17","0"
"1500000US240450001001","Block Group 1, Census Tract 1, Wicomico County, Maryland","839","252","8","13","28","0","0","0","0","0","0","87","10","52","0","0","11","0","23","0","0","10","0","0","10","587","100","170","30","0","0","0","0","49","0","44","64","53","11","8","10","11","26","0","0","11","0","0","0"
"1500000US240338014102","Block Group 2, Census Tract 8014.10, Prince George's County, Maryland","1778","845","42","47","87","0","0","10","0","20","45","71","52","0","100","51","92","24","9","17","32","54","67","17","8","933","30","80","33","57","0","0","0","41","44","63","26","60","32","71","137","19","24","31","64","9","62","37","13"
"1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland","2151","1140","122","38","0","0","28","0","0","0","160","81","77","66","107","53","24","56","131","0","17","116","48","11","5","1011","79","28","11","0","26","38","0","0","91","106","86","22","101","25","0","39","137","0","65","69","27","52","9"
"1500000US240054920011","Block Group 1, Census Tract 4920.01, Baltimore County, Maryland","710","291","24","8","9","22","0","0","0","0","31","39","15","15","11","13","21","38","4","6","15","15","0","0","5","419","46","25","42","21","18","0","0","0","19","22","37","49","29","39","11","0","10","5","10","9","0","6","21"
"1500000US240317017013","Block Group 3, Census Tract 7017.01, Montgomery County, Maryland","1032","438","8","38","36","22","0","0","15","0","10","14","42","32","27","31","38","40","31","7","20","16","0","11","0","594","52","32","9","22","27","13","13","17","27","52","38","28","46","78","61","23","32","0","7","0","17","0","0"
"1500000US240317035013","Block Group 3, Census Tract 7035.01, Montgomery County, Maryland","1196","654","82","82","26","0","0","18","0","13","73","111","17","38","30","41","45","0","23","23","21","5","6","0","0","542","33","7","30","8","0","0","0","13","59","121","28","22","13","33","34","40","58","0","22","0","0","0","21"
"1500000US240150301002","Block Group 2, Census Tract 301, Cecil County, Maryland","1793","899","29","62","49","36","3","4","3","79","44","37","12","59","91","129","82","0","101","18","23","27","0","11","0","894","30","30","43","4","42","5","0","55","57","40","27","70","35","156","129","35","19","27","33","17","9","29","2"
"1500000US245102706003","Block Group 3, Census Tract 2706, Baltimore city, Maryland","807","342","67","0","4","0","0","0","0","0","15","50","46","22","15","16","19","0","50","9","9","0","10","10","0","465","44","8","0","0","12","0","0","12","84","123","51","13","10","32","23","0","12","11","0","20","0","0","10"
"1500000US240135130023","Block Group 3, Census Tract 5130.02, Carroll County, Maryland","2435","1285","51","83","142","102","64","24","11","36","51","50","46","115","96","171","45","20","51","12","26","45","32","0","12","1150","35","100","163","53","7","15","21","18","29","12","52","142","160","109","65","35","0","21","33","46","10","24","0"
